Nº	Padre do Deserto	Sentença
903	Abba Macário o Grande	"O mais belo espetáculo que já vi foi um irmão que foi gravemente ofendido e não respondeu com palavras; apenas baixou a cabeça e rezou. Naquele momento, vi Deus agindo através da fraqueza humana."
904	Abba Poemen	"A vida espiritual tem um único começo e um único fim: o amor. Começa com o amor de Deus por nós e termina com o nosso amor por Deus; e no meio está tudo o mais que chamamos de ascese, oração e virtude."
905	Abba Agatão	"Quando morrer, quero ser encontrado em ato de misericórdia; pois é pela misericórdia que seremos julgados, e quem foi misericordioso encontrará misericórdia."
906	Abba Antônio	O fim da vida espiritual não é a perfeição que eu alcancei, mas a perfeição que Deus completará em mim quando eu tiver feito tudo o que me competia fazer com amor e fidelidade.
907	Abba Sisoes	"Vi monges que correram muito e chegaram cansados; e vi monges que caminharam devagar e chegaram descansados. A vida espiritual não premia a velocidade; premia a fidelidade."
908	Abba Macário o Grande	A última palavra que aprendi no deserto foi esta: Deus é amor. E as primeiras palavras que aprendi foram estas: Eu não sou digno de Seu amor. E entre o início e o fim, toda a vida espiritual aconteceu.
909	Abba Moisés	"O monge que chegou ao fim de sua vida com humildade, chegou ao começo da eternidade; pois na eternidade, a humildade é o traje de gala dos santos."
910	Abba Poemen	Se eu fosse começar de novo a vida espiritual, começaria com uma única resolução: nunca julgar o próximo. Desta resolução nasceriam todas as virtudes.
911	Abba João o Anão	"O maior milagre não é ressuscitar mortos; é amar o inimigo. E este milagre está ao alcance de todos os que pedem a Deus."
912	Abba Arsênio	"Quando eu era jovem, pensava que a vida espiritual era subir; quando fui mais velho, aprendi que é descer. Descer na humildade, no serviço, na compunção. E descendo, o coração sobe até Deus."
913	Abba Agatão	"A perfeição não está no fim do caminho; está no próprio caminhar com fidelidade. Quem caminha fielmente está perfeito no caminho, mesmo que não tenha chegado ao fim."
914	Abba Macário o Grande	"Quando Deus me chamar, não quero apresentar minhas obras; quero apresentar minha compunção. Pois as obras podem ser orgulho, mas a compunção é sempre graça."
915	Abba Antônio	"A liberdade espiritual não é fazer o que se quer; é querer o que se deve. E chegar a querer o que se deve é o trabalho de toda uma vida."
916	Abba Sisoes	"O deserto ensinou-me que o silêncio de Deus não é ausência; é plenitude que excede as palavras. Quando Deus cala, é porque Sua presença é maior que qualquer palavra."
917	Abba Poemen	"O monge que chegoua ao fim da vida sem ter amado verdadeiramente, não chegou ao fim da vida; chegou ao fim de uma possibilidade perdida. A vida só se consuma no amor."
918	Abba Moisés	A última lição do deserto é a primeira lição do Evangelho: Amai-vos uns aos outros. E toda a vida espiritual não é mais do que aprender esta lição, dia após dia, queda após queda, levantamento após levantamento.
919	Abba Poemen	"Quando me encontrar com Deus, quero dizer-Lhe: Senhor, fiz pouco; mas o pouco que fiz, fiz com amor. E creio que Ele me responderá: Bem, servo bom e fiel."
920	Abba Macário o Grande	"O amor de Deus é a âncora da alma; e a âncora não é visível do exterior do barco, mas é o que impede o barco de ser arrastado pela correnteza. Assim o amor de Deus, invisível para o mundo, é o que mantém o monge no rumo da salvação."
921	Abba Arsênio	"A lágrima do arrependimento é mais preciosa que o ouro; pois o ouro oxida, mas a lágrima sincera nunca se perde."
922	Abba Poemen	"O silêncio que nasce do medo é covardia; o silêncio que nasce da humildade é sabedoria; e o silêncio que nasce do amor é a oração mais profunda que existe."
923	Abba Sisoes	"Aprendi no deserto que Deus não abandona ninguém que O busca sinceramente; e quem diz que O buscou e não O encontrou, é porque parou de buscar antes de O encontrar."
924	Abba Agatão	O monge que chega ao fim de sua vida e diz: fiz muito, provavelmente fez pouco. O monge que diz: fiz pouco, provavelmente fez muito. Pois o orgulho distorce a visão, e a humildade a clarifica.
925	Abba João Colobos	"Vi monges que viveram muitos anos no deserto e não se transformaram; e vi monges que viveram poucos anos e foram completamente transformados. O que transforma não é o tempo, mas a entrega."
926	Abba Antônio	"Quando chegar a hora de minha morte, quero que minha última palavra seja uma ação de graças; pois a vida toda foi graça, mesmo quando parecia ser provação."
927	Abba Macário o Grande	"O mistério da vida espiritual é este: quanto mais o monge descobre sua miséria, mais descobre a misericórdia de Deus; e quanto mais descobre a misericórdia de Deus, mais cresce em amor. E o amor é o objetivo de tudo."
928	Abba Moisés	"A hesychia não é silêncio de palavras; é silêncio de paixões. E quando as paixões calam, Deus fala."
929	Abba Poemen	Se há uma oração que resume toda a vida espiritual, é esta: Senhor, tem misericórdia de mim, pecador. Nela está a humildade, o reconhecimento, a confiança e o amor.
930	Abba Agatão	A vida de um monge fiel é uma longa preparação para um único momento: o encontro com Deus. E nesse momento, todo o resto perde o valor, exceto o amor com que vivemos.
931	Abba Sisoes	"Aprendi que a santidade não é a ausência de pecado, mas a abundância de misericórdia; e que o santo não é quem nunca caiu, mas quem nunca parou de se levantar."
932	Abba João o Anão	"O deserto não é lugar geográfico; é estado da alma. E quem encontrou o deserto interior pode estar no meio da cidade e estar mais solitário do que o eremita mais remoto."
933	Abba Arsênio	"Quando eu era jovem, fugi dos homens para encontrar Deus. Quando fui velho, descobri que Deus estava nos homens que tinha fugido; e que O encontrei no deserto para poder O encontrar neles."
934	Abba Macário o Grande	"O amor perfeito não distingue entre amigo e inimigo; vê em todos a imagem de Deus, obscurecida pelo pecado, mas presente. E ama essa imagem mesmo quando não consegue amar o pecado que a obscurece."
935	Abba Moisés	"O fim de toda ascese é o amor; e o amor é o começo de toda ascese. Quem começa pelo amor, já está no fim; quem começa pelo esforço sem amor, pode nunca chegar ao fim."
936	Abba Poemen	"O que mais me deu alegria no deserto não foram os momentos de consolação espiritual; foram os momentos de desolação onde perseverei por pura fé. Pois nos momentos de consolação, a graça carrega; nos momentos de desolação, a liberdade escolhe."
937	Abba Antônio	"A humildade verdadeira não pensa de si nem alto nem baixo; não pensa de si. É o esquecimento de si diante de Deus e do próximo."
938	Abba Sisoes	"Quando eu era tentado pelo orgulho, lembrava dos meus pecados; quando era tentado pelo desespero, lembrava da misericórdia de Deus. E entre esses dois remédios, toda a vida espiritual estava contida."
939	Abba Agatão	"O monge que não tem mestre humano, tem Deus como mestre; mas Deus como mestre é mais exigente do que qualquer mestre humano, pois exige a entrega total, não apenas a obediência exterior."
940	Abba Macário o Grande	"Vi um dia um pássaro que cantava no meio de uma tempestade; e pensei: assim deve ser o monge, que louva a Deus no meio de todas as tribulações, com a mesma naturalidade com que o pássaro canta."
941	Abba João Colobos	"A última coisa que aprendi no deserto foi que não aprendi nada; e que todo o aprendizado verdadeiro é o reconhecimento da própria ignorância diante de Deus."
942	Abba Poemen	"O amor de Deus não é uma emoção que vem e vai; é uma decisão que se renova a cada dia. E renová-la nos dias difíceis é o que a torna verdadeira e profunda."
943	Abba Arsênio	"Quando eu morrer, não quero que me chamem de sábio, nem de asceta, nem de taumaturgo; quero que me chamem de humilde. Pois é a única coisa que Deus verdadeiramente aprecia."
944	Abba Moisés	"O deserto me ensinou que quando tudo acaba, Deus começa; e quando Deus começa, tudo recomeça."
945	Abba Sisoes	A minha última oração será a minha primeira: Senhor, tem misericórdia de mim. Pois no começo e no fim, só a misericórdia de Deus me salva.
946	Abba Poemen	"No dia do julgamento, Deus não me perguntará quantas virtudes tive; me perguntará se amei. E se amei, as virtudes serão consequência; se não amei, as virtudes não valerão nada."
947	Abba Agatão	"A vida espiritual é simples: amar a Deus e ao próximo. O que é complicado não é a doutrina; são os nossos corações que resistem à simplicidade."
948	Abba Antônio	"O dom mais precioso que recebi no deserto foi aprender a esperar; pois Deus opera em Seu tempo, não no meu, e quem não aprende a esperar, nunca vê Deus agir."
949	Abba Macário o Grande	"Quando eu encontrar Deus, não serei capaz de dizer nada; apenas me prostrarei. E creio que será nesse silêncio prostrado que compreenderei, finalmente, tudo o que busquei durante a vida."
950	Abba Moisés	"A hesychia é o sinal de que Deus entrou na alma; pois onde Deus entra, a tempestade cessa. Não porque os problemas desaparecem, mas porque Deus é maior que os problemas."
951	Abba João o Anão	"A cela ensinou-me que sozinho com Deus não é solidão; é a mais plena das companhias. E depois de aprender isso, nunca mais me senti só."
952	Abba Poemen	Quando o monge chega ao fim de sua vida e olha para trás, o que vê não são as suas obras, mas as obras de Deus nele. E fica grato não pelo que fez, mas pelo que Deus fez por ele.
953	Abba Arsênio	"A paz que encontrei no deserto não era a paz que procurei quando entrei; mas era a paz que precisava. Pois Deus sempre nos dá o que precisamos, não o que pedimos."
954	Abba Sisoes	"No fim de minha vida, o único arrependimento que tenho é não ter amado mais; pois de tudo o mais, Deus me perdoou, mas as oportunidades de amor perdidas não voltam."
955	Abba Agatão	A última lição que aprendi foi a primeira que me ensinaram: Deus é amor. E toda a vida entre o início e o fim foi aprender o que isso significa na prática.
956	Abba Macário o Grande	"Se ao morrer o monge puder dizer honestamente: Senhor, tentei Te amar; então, Deus lhe dirá: Bem, servo fiel; isso me basta."
957	Abba Antônio	"O deserto não é um lugar de chegada; é um lugar de partida. Nele, o monge parte de si mesmo para chegar a Deus."
958	Abba Poemen	A última lição da vida espiritual resume todas as outras: Tudo é graça. E quem entende isso em profundidade, já entendeu o Evangelho.
959	Abba Moisés	"O monge que morreu bem é aquele que no fim da vida ainda estava começando; pois no Reino de Deus, sempre se começa de novo, e sempre para melhor."
960	Abba Arsênio	Quando chegar a minha hora, quero estar em oração. Pois a oração é o exercício da eternidade, e quem morre em oração está com o coração já aberto para o que vem depois.
961	Abba Sisoes	"Toda a vida espiritual pode ser resumida em duas palavras: confie e espere. Confie em Deus e espere Sua hora; e na hora de Deus, tudo se transforma em graça."
962	Abba Poemen	"O Dom mais precioso que um monge pode dar ao mundo é a sua paz; pois o mundo está cheio de agitação, e um coração em paz é mais evangelizador do que mil palavras."
963	Abba Agatão	"Vi monges que fizeram tudo certo e chegaram ao fim vazios; e vi monges que fizeram muita coisa errada e chegaram ao fim cheios. A diferença estava no amor: os primeiros amaram a regra; os segundos amaram a Deus."
964	Abba Macário o Grande	"Quando meu espírito partir, quero que parta como o pássaro que voa para o sol; e que o sol que me atrai seja o próprio Deus, que é Luz e Calor e Vida para toda a eternidade."
965	Abba Antônio	"O último ato de humildade do monge é aceitar a morte com paz; pois a morte é o último presente de Deus na terra, que nos entrega definitivamente à Sua misericórdia."
966	Abba Poemen	Quando me perguntam qual é o segredo da vida espiritual, respondo: não há segredo. Há apenas amor, fidelidade e humildade, repetidos infinitamente, dia após dia, até o fim.
967	Abba Moisés	"O monge que chegou ao fim de sua vida com a mesma sede de Deus com que começou, esse chegou; pois a sede nunca se sacia na terra, e é essa insatisfação santa que nos abre à plenitude do Céu."
968	Abba João o Anão	"Aprendi que não sou nada; aprendi que Deus é tudo; e aprendi que entre o nada e o tudo, há o amor que une o nada ao tudo. Esta é a suma da teologia espiritual."
969	Abba Sisoes	"A última palavra do deserto é a primeira palavra do Paraíso: Aleluia. Pois no Paraíso não haverá luta, mas haverá louvor eterno; e quem aprendeu a louvar na luta, já aprendeu a linguagem da eternidade."
970	Abba Poemen	"Quando eu estiver diante de Deus, não me lembrarei das minhas virtudes; lembrarei apenas de Sua misericórdia. E esta memória será eterna, porque eterna é a misericórdia de Deus sobre os que O buscaram com humildade."
971	Abba Antônio	"A vida espiritual não é um caminho para ser percorrido sozinho; é uma peregrinação em comunidade, onde cada um carrega o peso do outro e Deus carrega o peso de todos."
972	Abba Poemen	"O irmão que te corrije com amor é um presente de Deus; o irmão que te elogia sem razão é um perigo disfarado de presente. Aprenda a distinguir os dois."
973	Abba Macário o Grande	"Quando o coração está vazio de si mesmo, enche-se de Deus; e quando está cheio de Deus, transborda amor para os irmãos. Este é o ciclo completo da vida espiritual."
974	Abba Sisoes	"Não é a força que vence a tentação; é a humildade. Pois o orgulhoso enfrenta a tentação com suas próprias forças e cai; o humilde confessa sua fraqueza e Deus o defende."
975	Abba Arsênio	"A fuga do mundo não é covardia; é sabedoria. Pois o mundo offer a ilusoes de felicidade, e o monge que foge do mundo busca a felicidade real."
976	Abba Agatão	"O monge que aprendeu a dizer nao a si mesmo, aprendeu a dizer sim a Deus; e essa é a definição completa da ascese cristã."
977	Abba João o Anão	"Quando eu começei no deserto, pensava que precisava conquistar as virtudes; quando aprendi melhor, percebi que precisava receber as virtudes. A conquista é nossa; o dom é de Deus."
978	Abba Poemen	"O que buscamos no deserto não é o deserto; é Deus. E Deus pode ser encontrado no deserto, na cidade, na cela, na comunidade. O que importa não é o lugar; é o coração."
979	Abba Antônio	"Quando o monge perseverar até o fim, não é porque não teve dificuldades; é porque teve dificuldades e não desistiu. A perseverança é a virtude das virtudes."
980	Abba Macário o Grande	"A oracão perfeita não pede nada; é um fiat, um sim total à vontade de Deus. E quem aprendeu a rezar assim, já aprendeu tudo."
981	Abba Moisés	"O humilde não se defende porque sabe que Deus o defende; e Deus defende melhor do que qualquer argumento humano."
982	Abba Sisoes	"A obra mais importante que o monge realiza nunca é vista pelos homens; acontece no interior da cela, no silencio do coracão, onde Deus e o monge trabalham juntos."
983	Abba Poemen	"Aprendi que a perfeicão não é o destino; é o processo. E o processo nunca acaba enquanto vivemos, pois sempre há mais amor a aprender."
984	Abba Agatão	O fruto da hesychia é a claridade: a mente fica clara, o coracão fica limpo, e Deus fica próximo. E quando Deus está próximo, tudo o mais fica no seu devido lugar.
985	Abba Arsênio	"Vi monges que fizeram muito e foram humildes; e vi monges que fizeram pouco e foram orgulhosos. Os primeiros eram mais avançados espiritualmente do que os segundos, apesar de parecer o contrário."
986	Abba Antônio	"O maior bem que o anciao pode fazer ao discípulo é mostrar-lhe o caminho; caminhar o caminho, o discípulo deve fazer sozinho com Deus."
987	Abba Macário o Grande	"Quando Deus te tirar de dentro da tentação sem que tu tenhas feito nada, fica grato; pois Deus às vezes salva não pela nossa força, mas pela Sua misericordia, para que saibamos de onde vem a nossa salvacão."
988	Abba Poemen	"A caridade e a humildade são as duas asas do monge; com uma só, não consegue voar; com as duas, sobe até Deus."
989	Abba João Colobos	"O monge que não perdoa completamente não orou completamente; pois quem pede perdão a Deus e não perdõa o irmão, pede o que não dá."
990	Abba Moisés	A vida espiritual tem uma única lei: amar. E todas as outras leis são apenas explicações desta lei única aplicadas a situacões concretas.
991	Abba Sisoes	"Quando me aproximei da morte, o que mais senti não foi medo, mas desejo; desejo de ver Aquele que busquei durante toda a vida. E percebi que a vida inteira foi uma preparacão para este encontro."
992	Abba Poemen	"O monge que ama a Deus não precisa de regras externas para agir bem; o amor é a lei interna que governa todas as acões. Mas enquanto o amor não é perfeito, as regras ajudam."
993	Abba Agatão	"A quietude do deserto ensinou-me que Deus não está no ruído, mas na brisa suave; e que para ouvi-Lo, é preciso primeiro silenciar tudo o que faz ruído dentro de nós."
994	Abba Antônio	"A santidade não é superioridade; é proximidade com Deus. E quanto mais próximo de Deus está o monge, mais se vê igual a todos os irmãos, pois vê todos na luz de Deus."
995	Abba Macário o Grande	"Quando o monge chegar ao Paraíso, não encontrará estranhos; encontrará irmãos. Pois todos os que amaram a Deus são uma familia, mesmo que nunca se tenham visto na terra."
996	Abba Arsênio	"A última lição do deserto é que o deserto não era o destino; era o meio. E o fim de todos os meios é Deus, que está no início, no meio e no fim de tudo."
997	Abba Poemen	"Vi toda a minha vida espiritual e vi uma coisa: quando eu me esvaziava de mim mesmo, Deus me enchia; e quando eu me enchia de mim mesmo, Deus aguardava. O esvaziamento é o caminho; o preenchimento é o dom."
998	Abba Sisoes	"Quando tudo acaba, Deus permanece. E quando Deus permanece, nada realmente acabou. Esta é a esperança do monge: que além da morte, há Vida; e além do fim, há Começo."
999	Abba Moisés	"Comecei no deserto com uma pergunta: como me salvo? E terminei com uma resposta: sendo amado por Deus. Pois a salvacão não é conquista humana; é don divino recebido com humildade."
1000	Abba Antônio	Se eu tivesse que deixar uma única palavra para os que vêm depois, seria esta: Amai a Deus sobre tudo e ao próximo como a vós mesmos. Neste preceito estão todos os outros. E na prática deste preceito está toda a felicidade possível.
